FechaVenta,CodigoMarca,ModeloAuto,ColorAuto,TipoAuto,Forecast_VentasUSD
11/18/2025,3,X3,Azul,SUV,66692.185
11/18/2025,4,Kona,Rojo,Sedán,23568.97396
11/18/2025,2,Focus,Naranja,Coupé,31939.5828
11/18/2025,2,Focus,Rojo,Sedán,32332.7105
11/18/2025,3,Z4,Plateado,SUV,62850.38038
11/18/2025,2,Mustang,Rojo,Sedán,33002.93645
11/18/2025,3,Serie 3,Verde,Pickup,65215.8158
11/18/2025,1,Yaris,Blanco,SUV,31515.5606
11/18/2025,1,Yaris,Naranja,Pickup,29834.08622
11/18/2025,1,Corolla,Verde,Camioneta,31623.46897
11/18/2025,2,Focus,Plateado,Pickup,33799.36725
11/18/2025,1,RAV4,Rojo,Hatchback,28527.95554
11/18/2025,2,Mustang,Gris,SUV,30663.13128
11/18/2025,1,RAV4,Gris,Hatchback,28306.2327
11/18/2025,3,Serie 3,Blanco,SUV,64118.3548
11/18/2025,4,Tucson,Gris,Sedán,25271.5813
11/18/2025,3,X3,Naranja,Camioneta,66884.3328
11/18/2025,2,Ranger,Gris,SUV,31392.7971
11/18/2025,1,RAV4,Azul,Pickup,28251.84027
11/18/2025,3,X3,Rojo,Camioneta,58939.1951
11/18/2025,3,X3,Negro,Hatchback,64010.2313
11/18/2025,4,Kona,Verde,Sedán,24558.24943
11/18/2025,3,X5,Gris,Coupé,65423.9771
11/18/2025,4,Santa Fe,Verde,Sedán,27443.14852
11/18/2025,3,X5,Azul,SUV,63231.04375
11/18/2025,3,Z4,Negro,Coupé,56040.1763
11/18/2025,2,Escape,Rojo,Camioneta,31507.14687
11/18/2025,1,Camry,Plateado,Camioneta,29056.64979
11/18/2025,4,Kona,Negro,Coupé,27020.8101
11/18/2025,2,Focus,Gris,Sedán,33017.37005
11/18/2025,2,Focus,Negro,Sedán,34910.9337
11/18/2025,4,Santa Fe,Plateado,Camioneta,26198.37823
11/18/2025,3,Z4,Verde,Coupé,66760.5876
11/18/2025,2,Ranger,Blanco,Sedán,32824.495
11/18/2025,4,Elantra,Azul,Pickup,27250.27835
11/18/2025,4,Tucson,Negro,Hatchback,24274.58717
11/18/2025,3,X5,Negro,SUV,59800.21729
11/18/2025,1,Hilux,Azul,Camioneta,27675.24712
11/18/2025,2,Explorer,Rojo,Sedán,32136.48906
11/18/2025,2,Focus,Rojo,SUV,30513.6703
11/18/2025,4,Elantra,Rojo,Camioneta,24015.45124
11/18/2025,3,X5,Rojo,SUV,62934.84828
11/18/2025,2,Ranger,Gris,Sedán,31704.37985
11/18/2025,2,Focus,Verde,Pickup,34210.3549
11/18/2025,3,Serie 3,Blanco,Camioneta,61582.817
11/18/2025,2,Mustang,Plateado,Camioneta,33124.99535
11/18/2025,2,Mustang,Gris,Coupé,32308.94556
11/18/2025,4,Elantra,Azul,SUV,27466.63553
11/18/2025,4,Kona,Blanco,SUV,23842.14317
11/18/2025,4,Tucson,Azul,Hatchback,24581.8519
11/18/2025,4,Kona,Blanco,Pickup,25822.5035
11/18/2025,1,Hilux,Rojo,Hatchback,29081.05565
11/18/2025,1,Camry,Gris,Camioneta,28199.33469
11/18/2025,3,Serie 5,Verde,SUV,73927.89175
11/18/2025,4,Creta,Plateado,Pickup,25510.7469
11/18/2025,1,Corolla,Naranja,Camioneta,31309.72845
11/18/2025,4,Santa Fe,Naranja,Camioneta,24906.25016
11/18/2025,3,Serie 3,Azul,Camioneta,62670.4518
11/18/2025,4,Kona,Plateado,Coupé,25412.85159
11/18/2025,3,Serie 3,Azul,Hatchback,64177.51933
11/18/2025,2,Focus,Azul,Sedán,33053.34815
11/18/2025,3,Z4,Gris,Coupé,64484.02365
11/18/2025,4,Kona,Rojo,SUV,22336.71817
11/18/2025,1,RAV4,Negro,Sedán,27215.93255
11/18/2025,1,RAV4,Negro,SUV,30287.0619
11/18/2025,2,Mustang,Rojo,SUV,30024.3255
11/18/2025,3,X3,Gris,Camioneta,64719.9386
11/18/2025,2,Ranger,Negro,Hatchback,32738.02644
11/18/2025,4,Creta,Naranja,Sedán,26783.58475
11/18/2025,3,Serie 3,Naranja,SUV,62750.0484
11/18/2025,3,Serie 3,Gris,SUV,57884.45754
11/18/2025,4,Creta,Negro,SUV,25293.06721
11/18/2025,2,Escape,Gris,Pickup,33006.8796
11/18/2025,4,Tucson,Azul,Coupé,27236.19515
11/18/2025,3,X5,Plateado,SUV,61209.319
11/18/2025,3,Z4,Verde,SUV,70547.44255
11/18/2025,3,X5,Azul,Camioneta,63111.4219
11/18/2025,1,Corolla,Gris,Hatchback,27807.1439
11/18/2025,3,Serie 5,Azul,SUV,69994.37055
11/18/2025,3,Z4,Blanco,SUV,64668.12528
11/18/2025,4,Santa Fe,Rojo,Sedán,25157.31123
11/18/2025,3,Serie 5,Blanco,Pickup,59704.3238
11/18/2025,3,Serie 3,Naranja,Hatchback,67548.70122
11/18/2025,4,Creta,Rojo,Pickup,23507.0712
11/18/2025,2,Focus,Azul,Camioneta,32451.9109
11/18/2025,4,Creta,Verde,Sedán,26676.0564
11/18/2025,3,Serie 3,Azul,SUV,59141.9531
11/18/2025,3,Serie 5,Azul,Coupé,65656.7138
11/18/2025,1,Yaris,Plateado,Camioneta,29940.55249
11/18/2025,1,Yaris,Blanco,Pickup,30774.35583
11/18/2025,3,Serie 5,Negro,Camioneta,65820.837
11/18/2025,3,Z4,Plateado,Camioneta,71396.9442
11/18/2025,4,Creta,Gris,Coupé,24637.16613
11/18/2025,3,Serie 3,Blanco,Sedán,63333.52007
11/18/2025,1,Corolla,Azul,Coupé,27817.81411
11/18/2025,4,Santa Fe,Verde,Pickup,25506.98395
11/18/2025,4,Elantra,Blanco,Hatchback,25019.8082
11/18/2025,4,Kona,Rojo,Coupé,24384.50045
11/18/2025,3,Serie 3,Negro,Hatchback,62120.06645
11/18/2025,1,Yaris,Rojo,Coupé,28892.81265
11/18/2025,2,Focus,Gris,Coupé,32698.511
11/18/2025,4,Elantra,Gris,Sedán,25316.89665
11/18/2025,4,Kona,Gris,Hatchback,26338.44602
11/18/2025,2,Ranger,Azul,Camioneta,32863.5842
11/18/2025,3,X5,Azul,Sedán,64626.01807
11/18/2025,4,Elantra,Gris,SUV,25979.87467
11/18/2025,4,Tucson,Blanco,Coupé,26006.92125
11/18/2025,4,Creta,Plateado,Hatchback,25483.32827
11/18/2025,3,Serie 3,Gris,Sedán,61942.4171
11/18/2025,4,Creta,Plateado,Sedán,23893.8067
11/18/2025,3,Serie 3,Plateado,SUV,63989.7814
11/18/2025,3,X5,Rojo,Camioneta,62368.0249
11/18/2025,2,Escape,Negro,Hatchback,34788.9806
11/18/2025,1,RAV4,Rojo,Coupé,27785.99015
11/18/2025,3,X3,Naranja,Sedán,65619.7122
11/18/2025,2,Explorer,Azul,Camioneta,33330.21274
11/18/2025,1,Camry,Blanco,SUV,31226.9004
11/18/2025,2,Focus,Blanco,Camioneta,32308.9958
11/18/2025,4,Santa Fe,Negro,Hatchback,25039.73816
11/18/2025,4,Kona,Verde,Coupé,25972.5497
11/18/2025,4,Santa Fe,Plateado,SUV,26105.3659
11/18/2025,1,Corolla,Gris,Coupé,27538.69
11/18/2025,3,Serie 5,Plateado,Pickup,63754.98223
11/18/2025,2,Escape,Plateado,Camioneta,34888.2561
11/18/2025,3,Serie 3,Azul,Pickup,57359.15207
11/18/2025,1,Camry,Naranja,Coupé,28751.80257
11/18/2025,3,Z4,Naranja,Pickup,63294.64715
11/18/2025,3,X3,Plateado,Camioneta,65802.41262
11/18/2025,4,Creta,Verde,Coupé,26836.2634
11/18/2025,1,RAV4,Verde,Coupé,27965.79332
11/18/2025,2,Mustang,Rojo,Hatchback,33921.6106
11/18/2025,1,Yaris,Negro,Coupé,29485.04842
11/18/2025,2,Escape,Blanco,Pickup,35263.4526
11/18/2025,1,Hilux,Rojo,Pickup,29277.6424
11/18/2025,1,Camry,Negro,SUV,31223.85327
11/18/2025,4,Tucson,Naranja,Pickup,24837.8293
11/18/2025,4,Tucson,Rojo,Pickup,25325.249
11/18/2025,2,Mustang,Verde,Hatchback,34916.033
11/18/2025,3,X3,Verde,Coupé,72298.43702
11/18/2025,4,Creta,Naranja,Pickup,24500.6765
11/18/2025,2,Mustang,Rojo,Coupé,31161.88338
11/18/2025,2,Ranger,Plateado,SUV,30174.73874
11/18/2025,1,Camry,Blanco,Sedán,29218.6509
11/18/2025,2,Escape,Rojo,Pickup,31068.6533
11/18/2025,1,Yaris,Rojo,Sedán,28844.21952
11/18/2025,3,X5,Naranja,Sedán,61975.6737
11/18/2025,3,Serie 3,Plateado,Hatchback,66233.03733
11/18/2025,3,Z4,Verde,Hatchback,72124.06135
11/18/2025,1,Corolla,Verde,Pickup,30945.65535
11/18/2025,4,Creta,Gris,Pickup,24098.2798
11/18/2025,1,Camry,Gris,Pickup,27932.58709
11/18/2025,1,RAV4,Naranja,Pickup,29262.72232
11/18/2025,1,Corolla,Verde,Hatchback,30075.79025
11/18/2025,4,Santa Fe,Negro,Coupé,26334.36936
11/18/2025,2,Escape,Rojo,Coupé,28498.83478
11/18/2025,4,Kona,Naranja,Coupé,25844.28903
11/18/2025,4,Elantra,Plateado,Sedán,25488.88383
11/18/2025,2,Escape,Azul,Coupé,31760.25158
11/18/2025,4,Kona,Verde,Hatchback,25306.2161
11/18/2025,4,Kona,Gris,Sedán,23708.7469
11/18/2025,2,Explorer,Negro,Pickup,34686.8921
11/18/2025,4,Creta,Rojo,SUV,23170.86632
11/18/2025,2,Explorer,Azul,Sedán,33175.18041
11/18/2025,4,Kona,Gris,SUV,24132.02267
11/18/2025,3,Serie 5,Negro,Pickup,63064.9098
11/18/2025,1,Yaris,Gris,Camioneta,27980.29979
11/18/2025,1,Hilux,Azul,Pickup,28203.85362
11/18/2025,4,Tucson,Gris,Camioneta,25682.9926
11/18/2025,3,X5,Azul,Hatchback,62547.0185
11/18/2025,1,Hilux,Verde,Camioneta,28241.05382
11/18/2025,1,Yaris,Plateado,Hatchback,30260.74802
11/18/2025,3,Serie 3,Negro,SUV,57866.5005
11/18/2025,4,Santa Fe,Azul,Sedán,26514.98972
11/18/2025,4,Elantra,Azul,Coupé,26667.3806
11/18/2025,4,Creta,Verde,SUV,23799.6361
11/18/2025,2,Escape,Rojo,Hatchback,33445.1122
11/18/2025,3,X5,Rojo,Sedán,63038.6876
11/18/2025,4,Tucson,Naranja,Hatchback,23362.8183
11/18/2025,4,Elantra,Naranja,SUV,24650.78922
11/18/2025,1,Corolla,Azul,Sedán,28010.0903
11/18/2025,1,Camry,Gris,SUV,28752.959
11/18/2025,1,RAV4,Naranja,SUV,29993.88384
11/18/2025,4,Tucson,Plateado,SUV,23956.66963
11/18/2025,4,Tucson,Verde,Hatchback,23692.4982
11/18/2025,3,X5,Azul,Coupé,59879.1695
11/18/2025,2,Mustang,Plateado,Hatchback,36372.314
11/18/2025,1,RAV4,Rojo,Camioneta,28104.81555
11/18/2025,1,Yaris,Negro,Hatchback,30801.78572
11/18/2025,4,Kona,Rojo,Pickup,22753.6092
11/18/2025,2,Mustang,Naranja,Coupé,34733.6066
11/18/2025,3,X3,Naranja,Hatchback,65165.66468
11/18/2025,4,Kona,Azul,Hatchback,26191.36492
11/18/2025,2,Explorer,Plateado,Camioneta,32934.86509
11/18/2025,3,Z4,Gris,Camioneta,67427.9359
11/18/2025,3,X5,Blanco,Coupé,60785.7005
11/18/2025,1,RAV4,Plateado,SUV,30162.4749
11/18/2025,1,Yaris,Gris,Sedán,27359.1331
11/18/2025,4,Santa Fe,Azul,Pickup,25272.27467
11/18/2025,1,Corolla,Negro,Pickup,28049.0827
11/18/2025,4,Elantra,Rojo,Hatchback,25700.98418
11/18/2025,3,X3,Rojo,Pickup,62611.0114
11/18/2025,2,Explorer,Negro,Sedán,35025.92465
11/18/2025,2,Explorer,Negro,SUV,32943.44653
11/18/2025,2,Focus,Gris,Pickup,34753.56775
11/18/2025,3,X5,Gris,Sedán,66484.11047
11/18/2025,2,Ranger,Naranja,Camioneta,34167.08488
11/18/2025,4,Santa Fe,Plateado,Coupé,26898.394
11/18/2025,3,X5,Plateado,Pickup,63218.29957
11/18/2025,2,Ranger,Plateado,Sedán,32436.79172
11/18/2025,2,Escape,Plateado,Coupé,32944.2871
11/18/2025,2,Explorer,Verde,Camioneta,32879.67278
11/18/2025,3,X3,Rojo,Coupé,59429.4256
11/18/2025,1,Camry,Naranja,Hatchback,28402.42322
11/18/2025,1,Camry,Rojo,Sedán,29592.0339
11/18/2025,3,X3,Gris,Hatchback,63601.1782
11/18/2025,4,Kona,Negro,Sedán,24873.4269
11/18/2025,3,X5,Verde,Sedán,68743.53263
11/18/2025,1,RAV4,Negro,Coupé,27443.92229
11/18/2025,1,Hilux,Rojo,SUV,28692.35263
11/18/2025,4,Elantra,Negro,SUV,24375.85403
11/18/2025,4,Tucson,Rojo,Camioneta,24963.35376
11/18/2025,4,Elantra,Rojo,Sedán,24639.36496
11/18/2025,3,Serie 5,Rojo,Hatchback,65503.87862
11/18/2025,4,Santa Fe,Verde,SUV,26119.9218
11/18/2025,2,Explorer,Naranja,Hatchback,35285.79798
11/18/2025,1,Yaris,Negro,Camioneta,29662.75472
11/18/2025,2,Focus,Plateado,Sedán,32006.48361
11/18/2025,3,Serie 5,Blanco,Camioneta,66443.1404
11/18/2025,1,Hilux,Rojo,Camioneta,29199.1048
11/18/2025,3,X5,Blanco,Pickup,59356.7875
11/18/2025,4,Kona,Blanco,Hatchback,25390.6342
11/18/2025,4,Tucson,Plateado,Pickup,25034.26533
11/18/2025,1,RAV4,Naranja,Coupé,28886.67277
11/18/2025,1,RAV4,Azul,SUV,29433.5208
11/18/2025,3,Serie 3,Verde,Coupé,68992.3138
11/18/2025,3,Z4,Blanco,Hatchback,61102.8457
11/18/2025,3,Serie 5,Naranja,Coupé,66389.9535
11/18/2025,3,Z4,Azul,Sedán,64173.92997
11/18/2025,3,Serie 3,Rojo,Sedán,69608.46188
11/18/2025,1,Corolla,Plateado,Hatchback,29044.4007
11/18/2025,2,Focus,Rojo,Coupé,32856.1223
11/18/2025,1,Yaris,Naranja,SUV,31017.07332
11/18/2025,2,Ranger,Blanco,Hatchback,35075.46305
11/18/2025,3,X5,Naranja,Hatchback,63259.61573
11/18/2025,4,Kona,Verde,Camioneta,24586.82352
11/18/2025,4,Kona,Blanco,Coupé,26522.3861
11/18/2025,2,Mustang,Negro,Pickup,29762.3611
11/18/2025,3,X3,Verde,Sedán,73294.00057
11/18/2025,3,Serie 5,Plateado,Hatchback,66823.0104
11/18/2025,2,Explorer,Negro,Camioneta,33639.09688
11/18/2025,3,Serie 5,Blanco,SUV,68305.35015
11/18/2025,4,Santa Fe,Rojo,Coupé,25935.162
11/18/2025,3,X3,Gris,SUV,65221.3901
11/18/2025,2,Explorer,Rojo,Camioneta,31850.46769
11/18/2025,4,Elantra,Negro,Sedán,26200.25925
11/18/2025,3,X3,Blanco,Pickup,60582.6898
11/18/2025,1,Yaris,Verde,Camioneta,31112.92642
11/18/2025,3,Z4,Blanco,Camioneta,64103.6304
11/18/2025,4,Santa Fe,Blanco,SUV,24053.63225
11/18/2025,2,Ranger,Verde,Sedán,31528.27192
11/18/2025,4,Elantra,Gris,Camioneta,25904.9447
11/18/2025,3,X5,Negro,Hatchback,61114.82495
11/18/2025,4,Santa Fe,Verde,Camioneta,26305.90202
11/18/2025,4,Creta,Rojo,Camioneta,24415.79477
11/18/2025,3,X5,Naranja,SUV,58758.3611
11/18/2025,4,Tucson,Azul,Pickup,25998.6016
11/18/2025,3,X5,Blanco,Sedán,65587.17213
11/18/2025,2,Focus,Rojo,Pickup,31710.54685
11/18/2025,1,Hilux,Blanco,Hatchback,29056.81927
11/18/2025,1,RAV4,Azul,Coupé,26651.92777
11/18/2025,4,Creta,Plateado,SUV,26127.9932
11/18/2025,1,Camry,Blanco,Pickup,30243.52012
11/18/2025,2,Explorer,Plateado,Sedán,31851.72206
11/18/2025,3,Serie 5,Azul,Hatchback,66338.5273
11/18/2025,2,Mustang,Verde,Sedán,33408.49882
11/18/2025,3,X5,Negro,Sedán,62154.2629
11/18/2025,2,Explorer,Azul,Hatchback,35725.26966
11/18/2025,2,Focus,Naranja,SUV,31266.4175
11/18/2025,1,Hilux,Plateado,Hatchback,28091.18572
11/18/2025,2,Ranger,Plateado,Hatchback,34991.21293
11/18/2025,1,Yaris,Gris,Hatchback,28602.35862
11/18/2025,1,RAV4,Negro,Hatchback,27257.29615
11/18/2025,4,Creta,Verde,Pickup,26592.0645
11/18/2025,4,Creta,Plateado,Coupé,25222.06853
11/18/2025,4,Santa Fe,Negro,Sedán,24918.26076
11/18/2025,1,Camry,Gris,Coupé,26345.63787
11/18/2025,4,Santa Fe,Gris,Pickup,24219.1779
11/18/2025,2,Ranger,Naranja,Coupé,32947.66513
11/18/2025,4,Santa Fe,Gris,SUV,25595.25505
11/18/2025,4,Elantra,Verde,Camioneta,25232.56233
11/18/2025,2,Escape,Plateado,Sedán,32932.51516
11/18/2025,2,Escape,Gris,Hatchback,32463.22513
11/18/2025,3,Serie 5,Verde,Hatchback,75932.22585
11/18/2025,3,X3,Gris,Coupé,66341.35022
11/18/2025,4,Elantra,Naranja,Sedán,25612.80762
11/18/2025,4,Santa Fe,Azul,Camioneta,25822.38124
11/18/2025,3,Serie 3,Gris,Hatchback,59679.82597
11/18/2025,2,Mustang,Naranja,Pickup,35227.68905
11/18/2025,4,Elantra,Plateado,Pickup,25786.7461
11/18/2025,2,Escape,Naranja,Coupé,31932.2825
11/18/2025,3,Serie 5,Plateado,Coupé,64459.15748
11/18/2025,2,Focus,Blanco,Coupé,32383.4833
11/18/2025,1,RAV4,Plateado,Coupé,26847.70107
11/18/2025,2,Escape,Naranja,Sedán,33592.55505
11/18/2025,4,Santa Fe,Blanco,Pickup,26349.63522
11/18/2025,2,Escape,Naranja,Camioneta,33632.8016
11/18/2025,2,Ranger,Plateado,Coupé,32063.98803
11/18/2025,1,Corolla,Naranja,Coupé,29196.19321
11/18/2025,1,Yaris,Verde,Coupé,29293.85932
11/18/2025,3,X3,Negro,Coupé,61403.80468
11/18/2025,1,RAV4,Gris,Camioneta,28908.71239
11/18/2025,4,Creta,Negro,Coupé,27090.2998
11/18/2025,2,Mustang,Azul,Hatchback,37444.4055
11/18/2025,1,Corolla,Negro,SUV,30837.34505
11/18/2025,3,Serie 5,Plateado,SUV,65024.61263
11/18/2025,4,Tucson,Negro,Coupé,26445.20893
11/18/2025,2,Mustang,Plateado,Sedán,32732.10365
11/18/2025,2,Focus,Azul,SUV,30712.9682
11/18/2025,1,Hilux,Plateado,Sedán,29563.19205
11/18/2025,3,X5,Naranja,Coupé,60571.69665
11/18/2025,1,Corolla,Negro,Sedán,28286.7034
11/18/2025,1,Hilux,Naranja,SUV,28617.02905
11/18/2025,2,Focus,Blanco,SUV,29982.4438
11/18/2025,2,Explorer,Gris,SUV,33799.45956
11/18/2025,1,Hilux,Gris,SUV,29165.93225
11/18/2025,1,RAV4,Azul,Camioneta,27890.57722
11/18/2025,3,X5,Negro,Camioneta,61208.316
11/18/2025,3,Serie 5,Blanco,Sedán,65603.07267
11/18/2025,3,X5,Negro,Pickup,61647.8275
11/18/2025,1,Camry,Rojo,SUV,28892.90593
11/18/2025,2,Focus,Rojo,Camioneta,31369.1292
11/18/2025,3,X5,Plateado,Hatchback,65035.0222
11/18/2025,1,Yaris,Negro,SUV,30991.65687
11/18/2025,2,Mustang,Negro,Sedán,33701.96425
11/18/2025,1,Camry,Plateado,Pickup,27074.27884
11/18/2025,4,Tucson,Blanco,Pickup,25021.0514
11/18/2025,3,Z4,Naranja,Hatchback,63325.09214
11/18/2025,3,Serie 5,Naranja,Sedán,63412.373
11/18/2025,4,Santa Fe,Verde,Hatchback,25018.672
11/18/2025,1,Yaris,Blanco,Coupé,31916.79862
11/18/2025,4,Creta,Blanco,Hatchback,25494.7201
11/18/2025,4,Creta,Gris,Hatchback,24707.04707
11/18/2025,2,Focus,Azul,Coupé,32967.7478
11/18/2025,1,Camry,Blanco,Camioneta,31014.41442
11/18/2025,4,Kona,Naranja,Pickup,24636.46533
11/18/2025,1,RAV4,Azul,Sedán,25990.076
11/18/2025,2,Escape,Negro,Coupé,34211.47626
11/18/2025,3,X3,Verde,Pickup,73948.2133
11/18/2025,1,Yaris,Rojo,SUV,29375.38698
11/18/2025,4,Elantra,Naranja,Hatchback,24507.86445
11/18/2025,4,Creta,Rojo,Hatchback,24110.53913
11/18/2025,1,RAV4,Plateado,Camioneta,28601.4295
11/18/2025,2,Mustang,Negro,Coupé,33684.27747
11/18/2025,1,Camry,Verde,Hatchback,30365.37849
11/18/2025,3,X3,Rojo,SUV,61728.2372
11/18/2025,4,Santa Fe,Gris,Coupé,25638.176
11/18/2025,2,Explorer,Blanco,Hatchback,34824.72413
11/18/2025,1,Corolla,Rojo,Pickup,30080.8723
11/18/2025,3,Z4,Azul,Camioneta,65742.17877
11/18/2025,2,Escape,Negro,Pickup,33757.158
11/18/2025,4,Tucson,Blanco,Hatchback,23611.9366
11/18/2025,4,Creta,Azul,Pickup,25529.90582
11/18/2025,1,Camry,Blanco,Hatchback,29104.67852
11/18/2025,1,Yaris,Plateado,SUV,30782.04103
11/18/2025,2,Escape,Verde,Sedán,34071.48965
11/18/2025,3,X5,Verde,SUV,68078.06432
11/18/2025,3,Z4,Azul,Coupé,59350.77512
11/18/2025,4,Santa Fe,Plateado,Pickup,25276.12325
11/18/2025,2,Explorer,Negro,Hatchback,34192.78223
11/18/2025,1,Camry,Verde,Camioneta,30676.98812
11/18/2025,1,Yaris,Azul,Camioneta,29831.27232
11/18/2025,2,Escape,Azul,Hatchback,34528.9566
11/18/2025,1,Corolla,Plateado,SUV,29575.8025
11/18/2025,3,Serie 5,Plateado,Sedán,65008.39549
11/18/2025,4,Creta,Rojo,Coupé,25372.2498
11/18/2025,4,Tucson,Naranja,Camioneta,24965.88856
11/18/2025,4,Tucson,Plateado,Camioneta,23888.39915
11/18/2025,2,Escape,Blanco,Camioneta,35076.72375
11/18/2025,4,Creta,Negro,Hatchback,26426.2286
11/18/2025,1,Hilux,Plateado,SUV,29194.12885
11/18/2025,3,X3,Negro,SUV,66644.43324
11/18/2025,2,Escape,Negro,SUV,34130.71217
11/18/2025,1,Camry,Naranja,Camioneta,30521.34112
11/18/2025,2,Explorer,Plateado,Hatchback,33884.89696
11/18/2025,4,Elantra,Plateado,Hatchback,26160.8844
11/18/2025,2,Focus,Plateado,SUV,30912.4634
11/18/2025,3,Serie 5,Rojo,Pickup,63397.8914
11/18/2025,1,Camry,Plateado,Coupé,26725.51477
11/18/2025,4,Creta,Gris,Sedán,23356.0267
11/18/2025,2,Ranger,Negro,Camioneta,32605.82166
11/18/2025,2,Explorer,Gris,Hatchback,34456.447
11/18/2025,3,Serie 3,Plateado,Sedán,66611.9181
11/18/2025,3,Serie 5,Naranja,Camioneta,66100.3115
11/18/2025,1,RAV4,Rojo,SUV,30579.9413
11/18/2025,4,Tucson,Blanco,Sedán,26578.2718
11/18/2025,3,Serie 3,Plateado,Pickup,63260.6977
11/18/2025,3,Z4,Rojo,SUV,62997.121
11/18/2025,2,Mustang,Azul,Coupé,33525.59053
11/18/2025,1,RAV4,Blanco,SUV,30505.2099
11/18/2025,1,Hilux,Azul,Coupé,25525.48877
11/18/2025,1,Camry,Naranja,SUV,30609.00444
11/18/2025,1,RAV4,Blanco,Camioneta,29396.55559
11/18/2025,2,Ranger,Gris,Coupé,31736.85938
11/18/2025,4,Kona,Negro,Pickup,23338.06885
11/18/2025,1,Corolla,Azul,Hatchback,28158.58515
11/18/2025,2,Explorer,Plateado,Coupé,33424.20411
11/18/2025,2,Escape,Blanco,Sedán,33672.5875
11/18/2025,2,Mustang,Blanco,Coupé,34492.508
11/18/2025,2,Focus,Plateado,Hatchback,34705.19025
11/18/2025,2,Explorer,Gris,Coupé,34902.9364
11/18/2025,3,Serie 3,Azul,Coupé,63094.7036
11/18/2025,2,Ranger,Plateado,Camioneta,32406.60653
11/18/2025,3,Serie 3,Rojo,Pickup,61152.38172
11/18/2025,2,Focus,Plateado,Coupé,32468.2516
11/18/2025,1,RAV4,Naranja,Sedán,28106.4314
11/18/2025,3,Serie 5,Gris,Hatchback,65928.3134
11/18/2025,2,Focus,Negro,Hatchback,34450.5632
11/18/2025,2,Escape,Verde,Pickup,32583.9005
11/18/2025,4,Tucson,Blanco,Camioneta,25635.9561
11/18/2025,4,Kona,Negro,SUV,23866.90198
11/18/2025,2,Mustang,Azul,Pickup,33629.9506
11/18/2025,4,Creta,Naranja,SUV,24791.38838
11/18/2025,1,Corolla,Azul,Pickup,28676.4096
11/18/2025,3,Z4,Azul,SUV,64754.22448
11/18/2025,3,X3,Azul,Camioneta,67164.76
11/18/2025,2,Explorer,Plateado,SUV,31923.60918
11/18/2025,3,Serie 5,Negro,Coupé,63547.8839
11/18/2025,4,Tucson,Verde,Camioneta,26845.99603
11/18/2025,4,Tucson,Negro,SUV,23886.59201
11/18/2025,3,Serie 3,Naranja,Coupé,64668.0081
11/18/2025,1,Camry,Negro,Hatchback,28587.46912
11/18/2025,1,Hilux,Rojo,Coupé,27994.60595
11/18/2025,2,Ranger,Naranja,SUV,31556.74318
11/18/2025,3,X5,Plateado,Sedán,67583.64427
11/18/2025,4,Tucson,Naranja,Coupé,27574.24287
11/18/2025,2,Mustang,Negro,Camioneta,31449.61773
11/18/2025,1,Corolla,Gris,Sedán,29136.8472
11/18/2025,1,Yaris,Verde,Sedán,28654.5707
11/18/2025,2,Mustang,Gris,Sedán,32661.49595
11/18/2025,2,Ranger,Verde,Camioneta,31124.73037
11/18/2025,2,Ranger,Blanco,SUV,31527.03287
11/18/2025,1,Corolla,Blanco,Pickup,30201.5395
11/18/2025,4,Santa Fe,Naranja,Sedán,25973.10072
11/18/2025,3,X5,Verde,Hatchback,69856.4346
11/18/2025,3,Serie 3,Negro,Pickup,62907.2836
11/18/2025,1,Camry,Azul,Coupé,27103.03147
11/18/2025,3,X3,Verde,Hatchback,76924.9037
11/18/2025,4,Creta,Gris,Camioneta,23655.8985
11/18/2025,3,Z4,Naranja,SUV,64777.80375
11/18/2025,2,Escape,Blanco,Coupé,35183.31155
11/18/2025,2,Focus,Naranja,Sedán,33230.4915
11/18/2025,1,Camry,Rojo,Pickup,29895.8039
11/18/2025,1,Yaris,Blanco,Sedán,30488.7488
11/18/2025,3,X5,Gris,Hatchback,67196.6536
11/18/2025,3,Serie 3,Negro,Camioneta,60836.836
11/18/2025,3,Z4,Verde,Camioneta,74903.28245
11/18/2025,3,Serie 5,Verde,Camioneta,75355.28435
11/18/2025,2,Explorer,Naranja,Sedán,33967.89025
11/18/2025,3,X3,Plateado,SUV,62763.66242
11/18/2025,1,Yaris,Rojo,Hatchback,30448.1167
11/18/2025,2,Mustang,Verde,Camioneta,32425.32992
11/18/2025,1,Camry,Verde,Sedán,28368.4638
11/18/2025,4,Kona,Plateado,Hatchback,26238.07852
11/18/2025,2,Explorer,Azul,Coupé,34568.64036
11/18/2025,1,Hilux,Negro,Sedán,30439.85843
11/18/2025,1,Corolla,Negro,Hatchback,28100.68985
11/18/2025,3,X5,Rojo,Hatchback,59695.2751
11/18/2025,3,X3,Gris,Sedán,65900.326
11/18/2025,1,Corolla,Naranja,SUV,29993.00235
11/18/2025,4,Creta,Azul,Camioneta,25678.72043
11/18/2025,3,X3,Verde,SUV,72403.56115
11/18/2025,2,Explorer,Blanco,Camioneta,33504.04848
11/18/2025,1,Camry,Azul,Pickup,28813.47302
11/18/2025,3,Z4,Negro,Camioneta,63282.12552
11/18/2025,3,Serie 5,Negro,Sedán,62310.0209
11/18/2025,3,Z4,Verde,Sedán,73197.82548
